emotion,song_id,song_name,artist_name,album_name,genre,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
old nostalgic songs,3850dYVgOFIXJh5U4BFEWH,Hung Up,Madonna,Confessions on a Dance Floor,['pop'],2005-11-11,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4
old nostalgic songs,6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,In My Own Words,[],2006-01-01,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,4
old nostalgic songs,76Y07hjDi7fjJnZKsQbEaF,Beautiful Liar,Beyoncé,B'Day Deluxe Edition,['pop'],2007-04-03,0.765,0.754,8,-3.736,1,0.0764,0.0053,0.000286,0.157,0.404,91.973,199840,4
old nostalgic songs,2oxtQ84p1j5GmyzmD50Lq0,Rich Girl,Gwen Stefani,Love Angel Music Baby,['pop'],2004-11-22,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,236213,4
old nostalgic songs,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,Animal (Expanded Edition),['pop'],2010-01-01,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4
old nostalgic songs,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,The Fame,['pop'],2008-01-01,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,4
old nostalgic songs,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,Speakerboxxx/The Love Below,['hip hop'],2003,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,4
old nostalgic songs,3pD0f7hSJg2XdQ6udw5Tey,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,FutureSex/LoveSounds,['pop'],2006-09-12,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573,4
old nostalgic songs,0CPLnPUUHh44vAzDSM5ZlR,Naughty Girl,Beyoncé,Dangerously In Love,['pop'],2003-03-10,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24e-06,0.102,0.643,99.973,208600,4
old nostalgic songs,6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,Britney Spears,Britney (Digital Deluxe Version),['pop'],2001-10-31,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4
old nostalgic songs,0sNY3XS9Tz1P957KZrQ6GZ,It's Like That,Mariah Carey,The Emancipation of Mimi,[],2005-01-01,0.8,0.633,8,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953,203360,4
old nostalgic songs,6tp27J7xy18DQiQXut3GsF,Don't Lie,Black Eyed Peas,Monkey Business,['pop'],2005-01-01,0.662,0.785,9,-5.299,1,0.186,0.16,0.0,0.0784,0.604,89.885,219000,4
old nostalgic songs,3tSuRiNgJmMqmYR23dCqnR,I Hate This Part,The Pussycat Dolls,Doll Domination (Deluxe),['pop'],2008-09-23,0.756,0.612,5,-4.371,1,0.0317,0.0659,0.0,0.274,0.452,111.572,218400,4
old nostalgic songs,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,Lady Gaga,The Fame,['pop'],2008-01-01,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4
old nostalgic songs,2n4uOdMHzEvcZ0KP7iQnay,Lose My Breath,Destiny's Child,Destiny Fulfilled,['pop'],2004,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4
old nostalgic songs,6NncjnSD7JLEetWb9KqMRY,I Wanna Love You,Akon,Konvicted,[],2006,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28e-06,0.308,0.352,99.989,247067,4
old nostalgic songs,0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,Mail on Sunday,[],2008-03-17,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4
old nostalgic songs,3MhdH8PxqH1FuQp3HBptUI,I'm Still in Love with You (feat. Sasha),Sean Paul,Dutty Rock,['dancehall'],2002-11-12,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,273360,4
old nostalgic songs,1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Sean Kingston,Beautiful Girls,['pop'],2007-07-23,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,225373,4
old nostalgic songs,2H1l4JczUDbiWfQtQElB05,Touch My Body,Mariah Carey,E=MC²,[],2008-01-01,0.715,0.665,4,-7.736,0,0.0502,0.0996,0.0,0.224,0.84,78.502,204733,4
old nostalgic songs,6MBEjJlXQYXr8dfxDvZuoA,Do It To It,Cherish,Unappreciated,[],2006-01-01,0.826,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007,226293,4
old nostalgic songs,53ETzLQQKFCzykRbqWb1ph,Gimme That,Chris Brown,Chris Brown (Expanded Edition),[],2005,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,186827,4
old nostalgic songs,2H9CKpZiLDF223BbwehpDF,Hush Hush; Hush Hush - Main,The Pussycat Dolls,Hush Hush; Hush Hush,['pop'],2009-01-01,0.613,0.778,10,-3.933,0,0.0689,0.0985,0.0,0.356,0.626,129.483,252093,4
old nostalgic songs,7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,Get Rich Or Die Tryin',"['hip hop', 'rap']",2003-02-06,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4
old nostalgic songs,1IpYDWB31L1CxDQZztadSi,Lonely,Akon,Trouble,[],2004-01-01,0.629,0.532,5,-7.88,0,0.0352,0.331,0.0,0.238,0.619,90.098,235800,4
old nostalgic songs,7FrJV8tydWEv1Mxu2mIQrm,Beautiful,Snoop Dogg,Paid Tha Cost To Be Da Bo$$,"['hip hop', 'rap']",2002-01-01,0.907,0.695,11,-6.268,0,0.135,0.246,0.0,0.0808,0.961,101.007,298307,4
old nostalgic songs,2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,Soulja Boy,iSouljaBoyTellem,['rap'],2008-01-01,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,4
old nostalgic songs,22UDw8rSfLbUsaAGTXQ4Z8,American Boy,Estelle,Shine,[],2008-03-28,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4
old nostalgic songs,68vgtRHr7iZHpzGpon6Jlo,My Boo,Usher,Confessions (Expanded Edition),[],2004-03-23,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,223440,4
old nostalgic songs,3oairMMtNVnUppKwroxou4,I Know What You Want (feat. Flipmode Squad),Busta Rhymes,It Ain't Safe No More,['rap'],2002-11-05,0.658,0.771,4,-4.318,1,0.271,0.016,0.0,0.654,0.516,85.949,324307,4
old nostalgic songs,6CFPFnS9EcLs2I0nWqtWci,Because Of You,Ne-Yo,Because Of You,['r&b'],2007-01-01,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,4
old nostalgic songs,2mKouqwAIdQnMP43zxR89r,What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,Jealous Ones Still Envy (J.O.S.E),[],2001-12-04,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4
old nostalgic songs,1FreAz1lmnDi5aKLB6GdFM,Where Is The Love?,Black Eyed Peas,Elephunk,['pop'],2003-01-01,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,272533,4
old nostalgic songs,3dFwpxh2yH7C7p9BGEKLVB,Goodies (feat. Petey Pablo),Ciara,Goodies,['pop'],2004-09-27,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000,4
old nostalgic songs,3G0yz3DZn3lfraledmBCT0,P.I.M.P.,50 Cent,Get Rich Or Die Tryin',"['hip hop', 'rap']",2003-02-06,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,249480,4
old nostalgic songs,4hrae8atte6cRlSC9a7VCO,Always On Time,Ja Rule,Pain Is Love,['rap'],2001-01-01,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,245133,4
sad nostalgic songs,3SJelKECIakrYtG0YU24Ow,Insane,Flume,Flume,['downtempo'],2012-11-09,0.487,0.535,5,-8.257,0,0.0328,0.0507,6.03e-05,0.121,0.0485,93.984,213884,4
sad nostalgic songs,0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,BALLADS 1,[],2018-10-26,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
sad nostalgic songs,0I1eFRytp4XRhLCjT6tZm7,I Can't Handle Change,Roar,I Can't Handle Change,['indie pop'],2010-03-14,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3
sad nostalgic songs,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,Wiped Out!,[],2015-10-30,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
sad nostalgic songs,2vWBUC9djv6BtiGlmKiQaH,YKWIM?,Yot Club,Bipolar,[],2019-05-31,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,212750,3
sad nostalgic songs,3kxkjirben9RVm9NqYa6rm,Black Out Days - Future Islands Remix,Phantogram,Black Out Days (Future Islands Remix),[],2017-09-01,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,248347,4
sad nostalgic songs,1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,Lana Del Rey,Ultraviolence (Deluxe),[],2014-01-01,0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640,4
sad nostalgic songs,4JE6agBLHGA5TaF6FlqfBD,As the World Caves In,Matt Maltese,As the World Caves In,[],2017-03-06,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,218755,4
sad nostalgic songs,29FQEJUtBAnxWEkux39d7I,O Children,Nick Cave & The Bad Seeds,Abattoir Blues / The Lyre of Orpheus,[],2004-09-20,0.484,0.554,4,-7.064,0,0.0324,0.513,0.00207,0.0533,0.235,121.619,411387,4
sad nostalgic songs,3kdlVcMVsSkbsUy8eQcBjI,Let Go,Ark Patrol,Let Go,[],2016-04-14,0.47,0.436,0,-10.228,1,0.0351,0.67,0.263,0.294,0.0389,81.972,248056,3
sad nostalgic songs,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,Good Days,[],2020-12-25,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4
sad nostalgic songs,7D0RhFcb3CrfPuTJ0obrod,Sparks,Coldplay,Parachutes,[],2000-07-10,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3
sad nostalgic songs,4oiA1nX2sZyhx2RfbFFme9,Estocolmo,Arawato,Estocolmo,[],2017-02-10,0.412,0.583,8,-6.65,0,0.0339,0.467,0.000703,0.0959,0.321,124.063,240409,4
sad nostalgic songs,1ujxjsoNvh4XgS2fUNwkZ2,Space Song,Beach House,Depression Cherry,['dream pop'],2015-08-28,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,320467,4
sad nostalgic songs,2lTtnKQgjbrBA1qnOFhBkP,affection,BETWEEN FRIENDS,we just need some time together,[],2018-04-05,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,235226,4
sad nostalgic songs,3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,Parachutes,[],2000-07-10,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
sad nostalgic songs,18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),Tove Lo,Queen Of The Clouds,['pop'],2014-09-24,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160,4
sad nostalgic songs,1cCbsojaA6GIT7Y3zuMJ1q,Nangs,Tame Impala,Currents,[],2015-07-17,0.536,0.526,0,-9.754,1,0.181,0.159,0.847,0.128,0.434,167.608,107533,4
sad nostalgic songs,7urtwZEtOypb3r8HNi42dT,Duvet,bôa,Twilight,[],2001,0.584,0.888,11,-9.411,0,0.0349,0.192,4.23e-05,0.0931,0.672,93.211,203600,4
sad nostalgic songs,7bp3zmEvpHLa0h32nhDUkB,L’enfer,Stromae,L’enfer,[],2022-01-09,0.4,0.547,2,-8.381,0,0.177,0.33,0.0,0.241,0.606,177.595,189720,4
sad nostalgic songs,3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,Long Way Down (Deluxe),['pop'],2013-06-24,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,4
sad nostalgic songs,6uz2JnWMcYfmWgJ7XEsjui,Silver Soul,Beach House,Teen Dream,['dream pop'],2010-01-26,0.355,0.671,2,-5.824,1,0.0324,0.471,0.00011,0.288,0.113,135.027,298680,4
sad nostalgic songs,3hGgNSkBGcbdYTIcCa12pt,Lujon,Henry Mancini,Mr. Lucky + Mr. Lucky Goes Latin,"['lounge', 'easy listening']",1960,0.515,0.15,10,-17.94,0,0.0274,0.901,0.822,0.124,0.634,99.758,158360,4
sad nostalgic songs,37y7iDayfwm3WXn5BiAoRk,Dark Red,Steve Lacy,Dark Red,[],2017-02-20,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104,4
sad nostalgic songs,0z1o5L7HJx562xZSATcIpY,Exit Music (For A Film),Radiohead,OK Computer,"['alternative rock', 'rock']",1997-05-28,0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,267187,4
sad nostalgic songs,2VYqkb77OjToeRAnMNd4yU,Misguided Ghosts,Paramore,Brand New Eyes,[],2009-09-28,0.567,0.266,0,-11.217,1,0.0343,0.73,4.91e-05,0.116,0.236,106.46,181507,4
sad nostalgic songs,7i4hAFqaMcw12ITAKtLyQb,Ylang Ylang,FKJ,Ylang Ylang EP,[],2019-11-12,0.559,0.243,1,-12.453,1,0.0325,0.925,0.936,0.108,0.161,69.93,213000,4
sad nostalgic songs,3NqBxTOMCJ3zW9CIP51td4,Jugaste y Sufrí,Eslabon Armado,Corta Venas,[],2020-12-18,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1
sad nostalgic songs,0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,A Rush of Blood to the Head,[],2002-08-08,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880,4
sad nostalgic songs,3tfunfsqPIYl0uV9OztFQu,Running Away,VANO 3000,Running Away,[],2021-06-21,0.614,0.696,7,-10.91,1,0.0412,0.678,0.85,0.145,0.722,93.232,111787,4
sad nostalgic songs,3lGMtkONrZdJ8kTCg6KIFf,Hasta la Raíz,Natalia Lafourcade,Hasta la Raíz (Edición Especial),[],2015-11-13,0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,221800,3
sad nostalgic songs,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay,X&Y,[],2005-06-07,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
sad nostalgic songs,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,Starboy,['pop'],2016-11-25,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,260253,4
sad nostalgic songs,7H7NyZ3G075GqPx2evsfeb,Chamber Of Reflection,Mac DeMarco,Salad Days,[],2014-04-01,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,231724,4
sad nostalgic songs,1XrSjpNe49IiygZfzb74pk,What Once Was,Her's,Songs of Her's,['indie pop'],2017-05-12,0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,255067,3
sad nostalgic songs,6F9U58EHsIPgvQs5eb8O2J,traitor,Olivia Rodrigo,SOUR,['pop'],2021-05-21,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
sad nostalgic songs,2AMysGXOe0zzZJMtH3Nizb,Formidable,Stromae,racine carrée,[],2013-01-01,0.513,0.628,4,-9.056,0,0.19,0.0997,0.0,0.146,0.501,70.568,213933,4
sad nostalgic songs,0R8P9KfGJCDULmlEoBagcO,Trouble,Coldplay,Parachutes,[],2000-07-10,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,273427,4
sad nostalgic songs,6u38x61qv7JBIJD4dqztmm,Magnificent,U2,No Line On The Horizon,['rock'],2009-01-01,0.529,0.715,6,-6.065,0,0.0348,0.00012,0.497,0.112,0.592,114.973,324013,4
sad nostalgic songs,2LIh4uzqq9cXMPzzmcToHl,Lost on You,LP,Lost on You,[],2017-05-05,0.433,0.724,5,-6.126,0,0.0372,0.1,0.0,0.0918,0.689,174.006,268105,4
sad nostalgic songs,5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,SOUR,['pop'],2021-05-21,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,152667,4
sad nostalgic songs,0V5cvmTKsYmF5FmGGEAfmS,Je te laisserai des mots,Patrick Watson,Je te laisserai des mots,['indie folk'],2010-09-10,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,160853,4
sad nostalgic songs,2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),Swedish House Mafia,Moth To A Flame,['pop'],2021-10-22,0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122,234000,4
sad nostalgic songs,6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,Glimpse of Us,[],2022-06-10,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
sad nostalgic songs,5CU5CRWy6PjUJsHCVbkYI2,That Funny Feeling,Bo Burnham,INSIDE,[],2021-06-10,0.545,0.277,4,-11.7,1,0.0392,0.764,0.0,0.372,0.389,75.763,301111,4
sad nostalgic songs,6S7o12almFeL57rbRvdY5l,Vas,jagger finn,Triplbt Theme,[],2019-08-28,0.514,0.424,0,-10.645,1,0.0282,0.918,0.849,0.126,0.416,71.114,90324,4
sad nostalgic songs,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Plain White T's,All That We Needed,[],2005-01-01,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,232533,4
sad nostalgic songs,4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",['pop'],2010-12-01,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
sad nostalgic songs,1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,Gotye,Making Mirrors,[],2011-01-01,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,4
sad nostalgic songs,6cpk00i5TxCqSeqNi2HuIe,One More Night,Maroon 5,Overexposed Track By Track,['pop'],2012-01-01,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,4
sad nostalgic songs,1OcE8qYs3iKSY3tRTv3R5g,She Will Be Loved,Maroon 5,Singles,['pop'],2015-09-25,0.7,0.719,0,-5.366,0,0.0299,0.0544,0.0,0.146,0.554,102.049,257987,4
sad nostalgic songs,75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,A Rush of Blood to the Head,[],2002-08-08,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4
sad nostalgic songs,59dLtGBS26x7kc0rHbaPrq,Nothin' on You (feat. Bruno Mars),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,"['hip hop', 'rap']",2010-04-27,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,268320,4
sad nostalgic songs,2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,The Rokstarr Hits Collection,['pop'],2010-01-01,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,202613,4
sad nostalgic songs,15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Eminem,Recovery,['rap'],2010-06-18,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4
sad nostalgic songs,6QPKYGnAW9QozVz2dSWqRg,Someone Like You,Adele,21,[],2011-01-19,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,285240,4
sad nostalgic songs,1eq1wUnLVLg4pdEfx9kajC,Rolling in the Deep,Adele,21,['pop'],2011-01-19,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4
sad nostalgic songs,4Hyscyhu0lrHnCGAVRBohN,Titanium,Pumped Up DJs,"Ibiza Workout 2013 ! - 30 Fitness Dance Hits - dancing, party, body toning, keep fit, exercise, running, aerobics, cardio & abs",[],2012-12-03,0.701,0.571,0,-7.298,0,0.0479,0.057,0.00118,0.625,0.212,125.973,247766,4
sad nostalgic songs,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),['rap'],2015,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4
sad nostalgic songs,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,['pop'],2016-01-29,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
sad nostalgic songs,7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,Beauty Behind The Madness,[],2015-08-28,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4
sad nostalgic songs,4lnAN2S1fcI0SjxEbksZVr,Fetish (feat. Gucci Mane),Selena Gomez,Fetish (feat. Gucci Mane),['pop'],2017-07-13,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,186113,4
sad nostalgic songs,3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,Born To Die - The Paradise Edition,['pop'],2012-01-01,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,265427,4
sad nostalgic songs,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,I Love You.,[],2013-04-19,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
sad nostalgic songs,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,Hozier,[],2014-07-20,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4
sad nostalgic songs,7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,Dream Your Life Away,[],2014-09-08,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4
sad nostalgic songs,1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,Lose You To Love Me,['pop'],2019-10-23,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,4
sad nostalgic songs,6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,The Heart Wants What It Wants,['pop'],2014-01-01,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,227373,4
sad nostalgic songs,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,us,[],2016-03-25,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4
sad nostalgic songs,3oL3XRtkP1WVbMxf7dtTdu,The One That Got Away,Katy Perry,Teenage Dream: The Complete Confection,['pop'],2012-03-12,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,4
sad nostalgic songs,1Xi84slp6FryDSCbzq4UCD,Arcade,Duncan Laurence,Arcade,[],2019-03-07,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,3
sad nostalgic songs,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now,Lady A,Need You Now,['country'],2010-01-01,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,236440,4
sad nostalgic songs,16pwlVsypm4aDKMhXdOuXg,Animals,Maroon 5,V (Deluxe),['pop'],2015-05-18,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4
sad nostalgic songs,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),['pop'],2019-01-11,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,4
sad nostalgic songs,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,In The Lonely Hour,['pop'],2014-05-26,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
sad nostalgic songs,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,How To Save A Life,['piano rock'],2005-09-13,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4
sad nostalgic songs,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid,American Teen,[],2017-04-27,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4
sad nostalgic songs,6Nq5lE0CeOAAAqN4qhkbZU,Suga Suga,Baby Bash,Tha Smokin' Nephew,['hip hop'],2003-01-01,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027,4
sad nostalgic songs,3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,Wild Ones,['pop'],2012-06-22,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,224653,4
sad nostalgic songs,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,Globalization,['pop'],2014-11-21,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
sad nostalgic songs,0KAiuUOrLTIkzkpfpn9jb9,Drive By,Train,California 37,"['pop rock', 'pop']",2012-04-17,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4
sad nostalgic songs,1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,Waking Up,['pop'],2009-01-01,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,4
sad nostalgic songs,5b7OgznPJJr1vHNYGyvxau,Fly Me To The Moon (In Other Words),Frank Sinatra,Sinatra/Basie: The Complete Reprise Studio Recordings,['easy listening'],1962-12-10,0.668,0.26,7,-14.256,1,0.0523,0.453,0.0,0.0621,0.368,119.416,147000,4
